FID,Relief,Conf_R,Slope_MIN,Slope_MAX,Slope_MEAN,LDfG_MAX,LDfG_MEAN,Depth_MIN,Depth_MAX,Depth_MEAN,prc_pit,pit_no,prc_vall,prc_holl,Area,Perimeter,MBG_Width,MBG_Length,MBG_Orient,MBG_W_L,Area_CH,CH_Score,Dissect,Depth_RAN,PP_Score,LDfG_VAR,QuLDfG_Ran
2544,0.61,0,0,2.699724913,1.315356208,-0.609619141,-1.322298387,-368.1983948,-366.674408,-367.6246652,0,0,51.43955855,37.15079229,10402.7,389.6,94.488,140.378,68,0.673096924019433,10668.89,0.98,0.4,1.52,0.86,4398.65,2
2545,3.96,0.609588623,0.404967666,11.11850929,3.503076704,-19.81201172,-21.78122428,-349.6055908,-341.0711975,-347.1569294,0.57002513,0,71.82316643,16.53072878,26076.3,623.8,167.274,223.019,116.9,0.750043718248221,27093.07,0.96,0.29,8.53,0.84,7530.98,2
2546,1.52,0,0,3.889223814,1.526978254,-186.5376129,-187.526389,-182.270401,-179.5272064,-181.33996,2.422325628,1,94.47069948,2.906790754,30681.6,687.1,165.833,247.819,173,0.669169837663779,32172.44,0.95,0.35,2.74,0.82,63769.58,0
2547,47.85,5.18157959,0,22.16224098,4.699811297,24.07919312,13.64587787,-393.4967957,-362.7120056,-382.5680872,13.58352112,0,28.62241949,19.33572649,214478.4,3209,457.688,1162.639,93.9,0.393663037279844,343709.94,0.62,0.36,30.78,0.26,2637.25,2
2548,0.91,0.914398193,0.286389023,10.44773388,3.650032012,-39.31921387,-40.14471563,-330.4031982,-326.1360168,-328.917302,0,0,28.00792265,40.61148784,10614.2,427,85.414,171.951,170.8,0.496734534838413,11254.99,0.94,0.36,4.27,0.73,11055.41,1
2549,0.91,0.30480957,1.032406688,9.091641426,3.991552733,-103.9367981,-104.489255,-265.785614,-263.0423889,-264.7569056,0,0,0,95.32249975,4678.1,250.8,69.191,86.216,132,0.802530852741951,4697.01,1,0.39,2.74,0.94,28726.61,1
2550,0.3,0,0,14.53331375,6.323325924,13.41119385,10.25942863,-382.5240173,-373.9895935,-379.4695207,0,0,4.223544237,71.80025198,7038.7,352.3,79.561,126.806,111.8,0.627422992602874,7911.99,0.89,0.36,8.53,0.71,2996.53,2
2551,27.13,10.05841064,0.640318096,14.88024712,5.799651335,-21.03121948,-36.52002613,-348.3864136,-315.7727966,-332.4149175,4.311380209,3,27.25013389,23.87841347,268916.9,3102.8,507.316,885.931,0.1,0.572636017929162,326900.57,0.82,0.49,32.61,0.35,10306.32,1
2552,1.22,0,0.640366316,6.502423763,2.827756087,27.12719727,26.70515794,-396.5447998,-394.7160034,-395.8257853,55.28760667,0,22.61765728,2.513073031,5914.7,316.6,68.772,120.172,134.2,0.572279732383584,6360.63,0.93,0.42,1.83,0.74,1466.49,2
2553,1.52,0,0,2.699720144,1.1600386,-77.41921997,-77.67671572,-291.6936035,-290.4743958,-291.2364013,0,0,92.6090686,5.242022754,8506.7,371.1,78.49,144.394,168.8,0.543582143302353,8933.29,0.95,0.41,1.22,0.78,20356.65,1
2554,5.49,2.74319458,0.809963703,14.99805832,7.200944465,-78.63839722,-83.06717734,-291.3887939,-281.0256042,-286.0857418,10.87899796,1,40.51488895,5.251930047,39623.1,936.6,154.074,374.234,102.9,0.411704976031039,47494.37,0.83,0.52,10.36,0.57,21923.89,1
2555,2.74,2.133605957,0.405012608,9.362064362,5.271269913,57.9119873,54.28025254,-427.3296204,-417.2712097,-423.3579693,0,0,17.11480152,31.7846314,24317.9,582.6,169.125,188.743,129.3,0.896059721420132,25049.97,0.97,0.4,10.06,0.9,114.91,2
2556,4.27,2.74319458,0.404971331,8.208879471,5.055743693,29.87039185,27.25781942,-399.592804,-392.2776184,-396.3240874,32.57431749,1,10.20986071,13.61314761,30573.1,725.5,136.363,278.279,115.6,0.490022603214759,32239.14,0.95,0.45,7.32,0.73,1424.47,2
2557,2.74,1.219207764,0.405012608,6.558041573,3.209124744,-99.6696167,-101.9775977,-269.4432068,-262.7376099,-266.991156,20.93956195,0,31.40934293,33.40358692,29814.1,690,150.396,279.415,57.4,0.53825313601632,30907.22,0.96,0.37,6.71,0.79,27881.52,1
2558,2.44,0.914428711,1.431618333,11.09061432,6.336380393,244.4496155,242.338741,-614.7816162,-607.4664307,-611.6926643,7.437969037,1,41.65262661,22.31390711,9992.1,366.9,100.445,129.092,19.4,0.778088495026802,10086.19,0.99,0.43,7.32,0.94,31449.03,3
2559,0.91,0,0.286390573,7.206776619,2.39278042,-203.6064148,-204.1734836,-165.5064087,-162.7631989,-164.7479457,0,0,12.28761411,27.03275104,6048.4,288.9,81.632,92.544,90.1,0.882088520055325,6160.23,0.98,0.29,2.74,0.91,72454.36,0
2560,0.3,0,0.28637442,12.58190441,6.807468844,-232.5624084,-239.40477,-136.5503998,-118.5671997,-129.5140803,0,0,0,40.81576155,50256.4,997.4,198.306,347.256,159.2,0.571065726726104,54765.82,0.92,0.39,17.98,0.64,92662.26,0
2561,8.53,1.524017334,0.809983969,5.491886139,2.572396362,40.23358154,37.63581301,-409.6512146,-402.9456177,-406.5892462,0,0,24.11348063,23.73072697,38834.8,847.7,162.544,329.756,53.2,0.492922039326047,42142.32,0.92,0.46,6.71,0.68,748.8,2
2562,3.96,2.43838501,2.003847361,8.981973648,5.565196831,96.9263916,93.56010802,-466.6488037,-457.5047913,-462.7565386,15.66669113,1,28.72226707,15.66669113,17077.9,477.5,142.128,162.529,64.8,0.874477785502895,17302.33,0.99,0.43,9.14,0.94,815.68,2
2563,10.06,9.448791504,0.28638798,19.59441948,6.283614785,-46.93920898,-65.14884445,-324.3071899,-278.5871887,-303.888617,5.22944499,1,19.79718461,25.77369317,119380.5,1918.6,290.296,770.152,98.4,0.376933384578629,154767.18,0.77,0.45,45.72,0.41,16938.72,1
2564,4.27,2.743209839,1.180642843,7.139559269,4.007065668,-212.750412,-215.3860356,-156.6672058,-149.9616089,-153.6505786,0,0,0,34.12399605,30055.9,637.4,185.498,213.691,27.1,0.868066507246445,30493.74,0.99,0.46,6.71,0.93,78616.33,0
2565,3.96,2.133590698,0,12.45301151,4.274445295,-199.9488068,-204.9607259,-169.4687958,-151.1808014,-163.952416,9.372268409,1,16.54610349,17.70317366,128463.6,2279.9,306.718,901.041,40.4,0.340404043767154,195538.56,0.66,0.3,18.29,0.31,72878.79,0
2566,0.91,0.914398193,0,10.77605248,3.743933251,-16.00201416,-18.33734607,-353.5679932,-345.0335999,-350.6055259,17.10499,2,28.27074736,2.850831666,62567.6,1510.8,192.583,547.76,21.5,0.351582809989777,91137.55,0.69,0.35,8.53,0.35,6945.11,2
2567,30.18,18.59280396,0,23.25957298,6.934363401,-19.50720215,-41.87354268,-351.4344177,-294.1319885,-327.1415117,2.032188656,6,27.43454686,10.43450714,380346.3,5397,647.332,1601.984,126.5,0.404081439015621,850854.44,0.45,0.42,57.3,0.16,11421.95,1
2568,21.03,19.50720215,0,28.56685829,10.04835964,-64.61761475,-86.45338818,-305.7144165,-256.0320129,-282.5830708,4.897395026,3,10.57021093,2.530320764,364213.5,4164.4,413.855,1615.06,6.3,0.256247445915322,550478.38,0.66,0.47,49.68,0.26,22938.13,1
2569,27.43,8.534393311,0,20.90470505,5.894703238,108.2039795,86.08263411,-477.6216125,-398.9832153,-455.0032414,4.168620426,3,58.87499629,4.76413763,549121.2,5729.5,525.662,2007.051,44.9,0.261907644598966,815312.27,0.67,0.29,78.64,0.21,444.48,2
2570,5.18,3.962402344,0.859058738,9.661312103,5.806775526,-32.0039978,-35.32337883,-338.3280029,-328.5744019,-333.8602273,29.40497841,1,8.494771544,15.02921119,22747.4,553.2,162.977,173.464,107.9,0.939543651708712,23116.9,0.98,0.46,9.75,0.94,10064.78,1
2571,1.22,0.609619141,0.28635931,7.262229919,2.996489059,-17.67840576,-21.52162542,-351.4344177,-342.8999939,-347.4104577,6.41626794,1,43.95143539,5.133014353,46332.7,1112.6,160.619,462.012,66,0.347651143260348,55530.58,0.83,0.48,8.53,0.47,7485.99,2
2572,6.71,4.876800537,0.286387712,19.6370163,7.768700133,-177.3936157,-192.2271286,-191.7192078,-151.4855957,-176.703555,1.311196985,1,38.18861218,16.22606269,181381.1,1769.6,377.011,638.461,110.1,0.590499654638263,194001.19,0.93,0.37,40.23,0.73,66165.8,0
2573,16.76,10.66799927,0.809929013,17.11880875,7.639445411,46.32958984,38.55542664,-417.8807983,-402.3359985,-407.8353507,13.06951803,1,14.60710839,9.609939729,38668.7,757.7,191.206,275.707,90.1,0.693511590202643,39723.61,0.97,0.65,15.54,0.85,699.32,2
2574,7.92,5.48638916,0,24.4778862,4.648987545,-63.70321655,-77.62972591,-306.0191956,-270.9671936,-291.3076895,10.67903089,1,45.35447235,8.103499908,236623,3125,492.054,1125.753,151.1,0.437088775246435,397387.94,0.6,0.42,35.05,0.31,20343.24,1
2575,2.74,0,0,1.431649446,0.782699648,-219.7608185,-219.7608185,-149.352005,-149.0471954,-149.1838342,100.7123153,0,0,0,4280.1,244.6,68.389,84.801,45.2,0.806464546408651,4392.1,0.97,0.82,0.3,0.9,81088.72,0
2576,5.49,2.743225098,0.28636241,13.13630772,5.360038618,75.2855835,65.79581337,-444.7032166,-424.2816162,-434.7439338,0,0,34.97239971,19.02909984,115606.8,1462.9,386.364,479.351,71.7,0.806014799176386,129968.81,0.89,0.49,20.42,0.68,0.63,2
2577,0.91,0.914398193,0.286391616,9.628629684,5.472621911,95.40240479,92.86239504,-465.1248169,-456.5903931,-461.9632553,0,0,45.11613734,27.0696824,14825.9,449.5,124.536,154.876,17.8,0.804101345592603,15110.36,0.98,0.37,8.53,0.92,776.31,2
2578,1.83,1.219177246,1.214801431,9.779046059,6.520138466,-26.51760864,-32.80850587,-342.8999939,-324.6119995,-336.294051,0.482927042,0,31.87318478,11.10732197,30779.3,692.4,173.25,252.492,13.6,0.686160353595361,32007.22,0.96,0.36,18.29,0.81,9566.5,1
2579,1.83,1.219177246,0.572735608,20.56848335,7.687818861,25.9079895,17.93143161,-395.325592,-371.8560181,-386.9596248,0,0,26.51700922,31.60613221,55494.6,947,241.045,329.584,14.3,0.731361352492839,59506.23,0.93,0.36,23.47,0.78,2215.45,2
2580,0.3,0,0,3.34827733,1.73109776,-187.4520111,-188.6992394,-181.3560028,-178.9176025,-180.2173813,0,0,88.05520294,11.43574064,12998,470.9,99.37,182.787,104,0.543638223724882,13646.47,0.95,0.49,2.44,0.74,64363.3,0
2581,10.67,1.524017334,0,15.49691296,2.565320477,-28.34640503,-30.62730773,-340.7664185,-328.8792114,-338.2631051,45.83888728,0,45.36139887,1.909953637,62259.7,1318.7,222.494,441.973,132.9,0.503410841838755,86300.12,0.72,0.21,11.89,0.45,9144.58,1
2582,34.44,14.32562256,0,27.71658325,8.742008095,80.77200317,47.20934756,-450.4944153,-367.8936157,-416.1698595,5.652310469,5,35.86960522,3.911484811,691623.3,8306.2,635.191,2331.907,39.1,0.272391223149122,1200000,0.58,0.42,82.6,0.13,316.51,2
2583,6.71,3.657592773,0,13.47189045,3.610435679,-32.0039978,-41.0723419,-336.8040161,-314.8583984,-327.8381714,10.10765174,5,34.42191077,3.120795699,319116.6,5319.5,687.288,1251.225,112.9,0.549292093748127,603763.22,0.53,0.41,21.95,0.14,11251.34,1
2584,5.49,4.571990967,0,25.40415764,7.754486092,-84.42959595,-100.7362575,-285.9024048,-235.9152069,-268.250861,2.986915653,4,11.34015434,9.41637816,293608.7,5168.2,515.992,1856.22,93.2,0.277979980821239,702159.14,0.42,0.35,49.99,0.14,27468.51,1
2585,2.13,0.609603882,0,3.972242117,1.795824782,-203.9112091,-205.4011732,-165.2015991,-161.5440063,-163.5012204,0,0,83.07186195,5.53812413,29523.6,765.7,151.089,302.444,132.5,0.499560249170094,33325.8,0.89,0.48,3.66,0.63,73116.79,0
2586,11.28,0,1.741461158,9.268843651,5.597132108,-12.49679565,-15.80430232,-356.6159973,-347.4720154,-353.1272806,0,0,0,19.16918307,10855.9,434.4,87.779,176.836,82.1,0.496386482390463,11516.85,0.94,0.39,9.14,0.72,6529.34,2
2587,40.54,7.924804688,1.03245759,15.79310799,9.339745683,15.23999023,-0.079341105,-386.1816101,-353.5679932,-368.9948509,8.363483045,1,14.16671618,24.2370325,87086.1,1191.8,297.684,439.695,60.2,0.67702384607512,92161.98,0.94,0.53,32.61,0.77,4235.32,2
2588,1.52,0,0.405022502,5.17262125,2.141028419,-105.4608154,-105.8722977,-263.6520081,-261.8232117,-263.1338409,0,0,62.79676209,4.830520164,3077.1,204.9,54.597,70.46,26.2,0.77486517172864,3096.67,0.99,0.3,1.83,0.92,29197.34,1
2589,6.1,5.486419678,0,16.16963387,5.573881708,-72.84719849,-82.93296785,-296.8752136,-272.1864014,-285.9980161,5.769048704,2,44.13780119,2.289305041,162321.6,2430.9,207.328,1093.534,79.9,0.189594470770913,190157.51,0.85,0.44,24.69,0.35,21884.16,1
2590,2.44,0.914398193,0,11.78051853,2.571480021,-36.27120972,-38.71807559,-332.5368042,-322.7832031,-330.1606966,10.14827015,1,65.2673061,13.33204118,74699.6,1379,335.265,459.384,113.2,0.729814273026488,98277.5,0.76,0.25,9.75,0.49,10757.44,1
2591,2.13,1.524017334,0,8.915445328,2.831473386,-84.73440552,-93.0377424,-284.0736084,-268.5288086,-275.9249754,2.168853956,1,36.65363187,38.17182964,68534.6,1707.1,184.9,707.93,122.7,0.261184015368751,100769.04,0.68,0.53,15.54,0.3,24975.93,1
2592,0.91,0,0,1.431666613,0.584171632,-186.5376129,-186.6717224,-182.270401,-181.9656067,-182.1667709,55.58316319,0,41.17271347,0,7220.4,314.7,87.894,108.237,116.3,0.812051331799662,7276.48,0.99,0.51,0.3,0.92,63338.66,0
2593,9.45,3.962402344,0.286364496,7.426240444,3.316597619,5.48638916,1.274223025,-374.9039917,-365.4552002,-370.2249614,17.90729495,1,35.8145899,7.361887923,74705.5,1337.7,258.174,516.174,69,0.500168547815272,94650.25,0.79,0.5,9.45,0.53,4060.97,2
2594,6.71,2.133590698,0,7.037559509,2.414289816,-169.468811,-172.2172669,-199.6439972,-192.633606,-196.6695745,20.50154702,1,47.89437034,3.79020197,86278,1391.4,193.023,602.764,162.9,0.320229808017732,93921.17,0.92,0.43,7.01,0.56,56272.03,0
2595,1.52,0,0,2.180042505,0.923712312,-196.291214,-196.4375171,-172.8216095,-171.907196,-172.4436499,0,0,8.198728197,90.18601016,3626,229.6,65.096,81.072,116,0.80294059601342,3730.89,0.97,0.46,0.91,0.87,68349.58,0
2596,1.22,1.219207764,0,14.68526459,4.635195352,-88.39199829,-96.85441786,-281.3304138,-261.5184021,-272.0709345,0,0,38.58391342,29.70348891,97081,1382.6,263.38,517.902,149.9,0.508551810960375,108136.87,0.9,0.47,19.81,0.64,26196.85,1
2597,1.22,0.914398193,0,8.052010536,3.65097337,-170.0784149,-171.0099846,-199.6439972,-195.6815948,-198.0556069,4.387215368,0,77.50747151,4.387215368,10164.2,384.1,92.746,130.655,180,0.709854196165474,10463.23,0.97,0.41,3.96,0.87,55700.71,0
2598,1.52,1.524017334,0,12.24417496,5.328131489,55.16879272,50.29819595,-424.2816162,-411.1752014,-419.2869625,3.52683288,1,17.04635892,22.63051098,50575,1002.4,241.606,350.876,98.3,0.6885794411701,57885.15,0.87,0.38,13.11,0.63,216.14,2
2599,1.52,0.609603882,0,22.90613937,5.080302132,-177.69841,-182.5395518,-191.1096039,-150.2664032,-186.3745903,34.88226271,0,33.47571986,0.562617141,52839.3,1274.7,234.937,369.091,107.1,0.636528660953532,63463.12,0.83,0.12,40.84,0.41,61275.83,0
2600,0.61,0,0,4.063552856,2.062566643,-211.2264099,-213.1541938,-157.8863983,-152.7048035,-155.7308059,0,0,0,0,28513.1,629.1,178.495,215.464,33.4,0.828421453235807,28788.23,0.99,0.42,5.18,0.91,77369.76,0
2601,27.13,21.94558716,0.905507624,25.02771187,9.371334585,-46.32962036,-68.99914738,-324.6119995,-275.8439941,-300.0610107,8.331121984,1,25.39008605,9.02538215,149870.3,1764.4,328.085,702.252,108.8,0.467189840683971,167319.96,0.9,0.5,48.77,0.61,17955.77,1
2602,2.13,0.30480957,0,4.063561916,1.359826406,-222.8088074,-223.5941055,-145.9992065,-143.5608063,-145.2698112,0,0,18.4945463,59.00640961,33755.6,747.5,174.63,280.056,145.9,0.62355386065644,35664.1,0.95,0.31,2.44,0.76,83286.56,0
2603,2.13,1.219177246,0,7.049162865,3.639889717,-96.31680298,-98.6612064,-272.79599,-265.1759949,-270.284964,23.95074026,0,20.66338375,5.165845938,31651.3,722.9,176.478,272.481,21.9,0.647670846774637,33555.82,0.94,0.33,7.62,0.76,26784.99,1
2604,28.35,21.33599854,0,21.44895935,8.243278888,-44.50082397,-73.19485094,-325.8312073,-267.3096008,-295.798747,4.035011487,2,31.64601866,30.32022917,257865.4,2831.5,588.686,856.314,109.3,0.687465112096731,366563.9,0.7,0.51,58.52,0.41,19097.82,1
2605,1.52,0,0.810016215,5.514083862,2.710102003,-56.69281006,-57.63895734,-312.4200134,-309.3720093,-311.4103572,0,0,39.54100924,16.648846,7142.4,322.8,70.869,125.34,72.4,0.565414073719483,7189.1,0.99,0.34,3.05,0.86,15040.31,1
2606,10.97,8.229614258,0.640345216,13.89661026,6.062753482,-19.2024231,-26.98187873,-351.1296082,-333.1463928,-342.0885233,8.083915122,2,33.65164667,12.40786972,79065.4,1211.5,242.835,448.311,45.3,0.541666387842368,85164.1,0.93,0.51,17.98,0.68,8460.67,2
2607,4.57,4.571990967,0,20.14471245,7.053596831,55.16879272,39.77526011,-425.5007935,-387.4008179,-408.7445627,2.234362791,1,31.91946843,19.6836722,139702.9,1790.7,288.543,742.1,69.2,0.388819566096213,161519.01,0.86,0.44,38.1,0.55,636.29,2
2608,3.66,3.657592773,0,9.471639633,5.447617606,103.0223999,96.81641984,-472.744812,-455.3712158,-465.8498087,11.19580142,2,26.86992341,11.86754951,66382.7,1223.6,216.106,452.214,10.6,0.477884364482303,75741.89,0.88,0.4,17.37,0.56,1012.28,2
2609,8.53,7.010406494,0.810017705,10.9208107,5.920881526,-89.61120605,-95.12768254,-280.1112061,-269.4432068,-274.02887,18.33000524,1,45.8250131,6.873751965,32436.7,695.4,154.547,263.587,90,0.586322542462261,33074.99,0.98,0.58,10.67,0.84,25640.87,1
2610,9.14,3.352798462,0,24.58191681,5.414196202,-180.7464142,-188.0756276,-188.0615997,-142.6464081,-180.8240519,11.27919184,2,24.57063386,2.012250187,280699.4,3960.8,345.964,1510.916,16.6,0.228976329590791,462353.93,0.61,0.16,45.42,0.23,64047.27,0
2611,1.22,1.219207764,0,10.88788414,4.751749291,24.99359131,5.968611467,-394.1064148,-361.1880188,-374.8888403,2.137531379,2,40.4705941,6.626347273,208616.5,3406.7,285.565,1468.492,22.2,0.194461393048107,319526.15,0.65,0.59,32.92,0.23,3484.7,2
2612,11.28,5.48638916,0.286398858,13.17735672,6.163325241,-12.80160522,-19.80876679,-356.9208069,-340.4616089,-349.1678604,6.814201472,1,36.22286046,5.200311649,82891.2,1244.6,218.351,524.41,96.1,0.416374592399077,86219.84,0.96,0.47,16.46,0.67,7192.53,2
2613,2.13,0,0.905547142,6.066143513,3.431753797,-1.219207764,-4.613105517,-367.5888062,-359.968811,-364.2719648,0,0,3.347638157,73.64803943,26641.1,656.6,157.48,209.151,110.7,0.752948826445965,28283.12,0.94,0.44,7.62,0.78,4845.98,2
2614,1.22,1.219207764,0,11.00628757,3.849795459,-23.46960449,-28.75328444,-345.947998,-332.5368042,-340.1734207,1.714548863,1,30.86187954,10.44316126,95363.6,1524,335.651,501.287,177.2,0.669578504928315,124142.02,0.77,0.43,13.41,0.52,8789.68,2
2615,4.27,3.04800415,0.57278651,12.66167545,4.561711564,-35.05200195,-40.90514273,-334.3656006,-318.2112122,-328.0399615,6.904565455,1,38.43541436,5.523652363,64584,1076.1,283.43,321.198,29.1,0.882415208064807,72403.7,0.89,0.39,16.15,0.7,11215.9,1
2616,0.61,0,0,3.147181273,1.116014405,-188.061615,-188.4590726,-180.7463989,-178.9176025,-180.3928322,0,0,91.54077598,4.903970142,18186.3,518.5,121.936,194.668,122.6,0.626379271374854,18578.94,0.98,0.2,1.83,0.85,64241.5,0
2617,3.96,2.438415527,0.640392363,7.815339088,5.126453414,93.57357788,90.33103672,-463.2960205,-455.3712158,-459.4762768,26.72110654,1,9.844618197,12.65736626,21138.3,536.3,151.996,179.035,154.4,0.848973664367303,21547.15,0.98,0.49,7.92,0.93,641.66,2
2618,1.22,0,0,8.047049522,2.409242897,-81.99121094,-83.97064598,-286.816803,-277.0632019,-284.9068013,39.13653644,0,9.687261493,11.23722333,38360,936.2,224.735,290.604,60.7,0.773337600308323,49222.76,0.78,0.2,9.75,0.55,22192.25,1
2619,27.13,18.59280396,0,26.65850258,8.946654721,57.9119873,40.75552592,-428.2440186,-401.7264099,-409.9377416,8.778843586,2,32.58813149,8.379805242,111749.7,1809.7,201.326,786.96,49.3,0.255827488055301,133396.85,0.84,0.69,26.52,0.43,587.79,2
2620,7.32,4.267211914,1.032512784,10.05352688,6.870613181,-38.1000061,-42.40475862,-331.622406,-322.1736145,-326.9377607,21.90886218,1,14.60590812,10.22413568,20353.6,516.6,142.357,167.027,89.9,0.852299328851024,20420.93,1,0.5,9.45,0.96,11535.78,1
2621,2.74,0.30480957,0,5.543454647,2.166160274,-95.70721436,-96.19312629,-273.4056091,-271.5768127,-272.7694963,70.26855991,0,12.90647019,1.434052243,10365.1,396.3,89.701,150.975,33.5,0.594144725948005,10688.02,0.97,0.37,1.83,0.83,25983.22,1
2622,0.91,0,0,15.04103661,6.790318808,-111.8616028,-117.2826968,-257.2511902,-242.0112,-251.7243695,0,0,6.653261328,46.06103996,29043.5,765.5,162.122,264.16,8.7,0.613726529376136,33955.46,0.86,0.37,15.24,0.62,33226.98,1
2623,63.09,15.84960938,0,36.75624084,8.311447893,330.4031677,197.2365586,-699.8208008,-407.5176086,-566.1675426,3.96016844,7,5.907984621,9.363598267,2533553,29191.9,1566.099,8370.332,143.3,0.187101180693908,8500000,0.3,0.46,292.3,0.04,17486.51,3
2624,8.84,1.219192505,0,18.80324364,6.057511987,-170.9928131,-179.4524441,-198.1199951,-160.6296082,-189.4323428,12.10252858,0,45.85723722,1.229163059,157207.7,2574.1,442.795,729.984,114.3,0.606581788093986,227534.9,0.69,0.23,37.49,0.3,59757,0
2625,31.39,19.50720215,0.572759092,22.11548805,7.170032871,-48.15841675,-75.48278271,-321.5639954,-254.8128052,-293.4966337,2.811262661,2,28.21938342,12.917574,417701,4878.2,623.194,1375.528,149.3,0.453058025718124,672097.87,0.62,0.42,66.75,0.22,19735.41,1
2626,8.53,6.705596924,1.032516003,11.22375965,5.982015973,-42.67199707,-50.7912264,-327.050415,-308.4576111,-318.2425382,12.59674661,1,26.12658556,20.7613046,63719.9,1018.4,245.569,332.049,49.3,0.739556511237799,66654.82,0.96,0.48,18.59,0.77,13407.61,1
2627,1.52,0,0.640334606,3.728879929,1.929742,-94.18319702,-94.84361165,-274.9295959,-272.79599,-274.1269633,45.6186366,0,30.9555034,13.03389618,9123.4,348.9,98.507,108.499,116.1,0.907906985317837,9229.43,0.99,0.39,2.13,0.94,25549.98,1
2628,2.44,0.609588623,0,5.87655735,2.978051406,-199.3392181,-202.4431317,-169.4687958,-160.6296082,-166.4499428,27.77280567,0,20.82960425,23.91547155,57802.1,925.1,251.105,321.406,26.2,0.781270418100471,59923.92,0.96,0.35,8.84,0.85,71525.83,0
2629,0.61,0.30480957,0,8.204400063,4.484005452,-14.02081299,-19.22986967,-355.0920105,-342.2904053,-349.6673878,0,0,24.81217566,38.54748719,33547.7,743.9,198.028,256.267,5.6,0.772740930357791,36239.4,0.93,0.43,12.8,0.76,7094.67,2
2630,0.61,0.609588623,0,15.01604652,5.785734059,2.74319458,-6.386107323,-371.5512085,-345.3384094,-362.5683689,0,0,34.1983545,36.98626383,79974.7,1175.9,231.157,481.505,30.6,0.480071858028473,82957.58,0.96,0.34,26.21,0.73,5095.98,2
2631,0.91,0.304794312,0,5.149232388,2.098964225,-231.9528198,-233.0284733,-136.8551941,-132.5879974,-135.8592842,0,0,47.49671358,5.277412619,25349,673.1,144.928,248.802,156,0.582503356082347,27544.09,0.92,0.24,4.27,0.7,88820.97,0
2632,0.3,0,0,4.890491009,2.106850331,-22.25039673,-23.03549749,-346.5576172,-344.7287903,-345.9110625,0,0,46.00861558,48.88415406,5169.2,272.3,65.612,97.785,62.9,0.670982256992381,5370.32,0.96,0.37,1.83,0.88,7750.25,2
2633,7.01,5.79119873,0.905591607,10.83109379,4.893724349,8.839202881,3.678126667,-379.1712036,-367.2839966,-372.7639186,14.28585508,1,54.64339571,5.714342034,41619.2,850.8,179.042,324.752,90.1,0.551319160467064,44206.64,0.94,0.54,11.89,0.72,3760.37,2
2634,7.62,4.571990967,0,5.36523819,3.118475309,-202.9968109,-206.1945586,-166.1159973,-158.8007965,-162.7254706,19.63555414,1,37.34605395,6.545184712,77214.1,1041.7,296.476,345.195,11.4,0.858865279045177,79056.99,0.98,0.47,7.32,0.9,73546.49,0
2635,3.66,2.133605957,0.905561864,9.092171669,5.703263138,-78.94320679,-82.150984,-290.7792053,-282.5495911,-287.0380298,26.40739901,1,8.002242125,19.2053811,18575,491.5,139.901,166.949,72.9,0.837986450952087,18663.75,1,0.46,8.23,0.97,21653.41,1
2636,7.32,4.876800537,1.920479774,11.30688381,6.471156628,-90.2208252,-96.02243094,-279.8063965,-267.3096008,-273.168537,3.013973365,1,18.51440782,32.29257177,34522.2,694.4,178.949,243.274,56.3,0.735586211432377,35335.48,0.98,0.54,12.5,0.9,25928.22,1
2637,1.52,0.304779053,0.286407411,10.68212128,5.215433538,26.51757813,25.44617347,-396.2399902,-392.5823975,-394.7437125,0,0,0,27.91508451,4792.3,258.8,65.235,97.16,115.5,0.671418279127213,4796.14,1,0.42,3.66,0.9,1564.51,2
2638,0.3,0,0.286377698,4.789715767,2.174452132,31.08959961,30.28949271,-400.2023926,-397.459198,-399.2287373,0,0,22.63009852,72.13343903,10509.3,413.6,100.053,140.333,98.1,0.712968439354963,11303.79,0.93,0.37,2.74,0.77,1204.82,2
2639,14.94,9.448791504,1.541923523,17.61162186,8.052413972,43.89120483,37.91856312,-416.052002,-401.7264099,-407.3797199,20.96849768,1,14.37839841,5.391899405,24810.8,593.3,163.693,196.603,102.3,0.832606826955845,25879.55,0.96,0.61,14.33,0.89,733.4,2
2640,8.84,2.133605957,0,6.509031296,3.396851704,5.48638916,-6.755518149,-374.2944031,-341.6808167,-362.1304147,13.66163076,0,38.80573646,35.95607115,177347.4,2327.2,342.903,825.346,135.3,0.415465756179833,229562.54,0.77,0.37,32.61,0.41,5148.85,2
2641,0.3,0,0,3.889504671,1.544654891,-20.11682129,-20.56504792,-348.6911926,-347.4720154,-348.3565171,0,0,67.53770507,25.82324017,7482.9,323.4,81.645,116.818,89.8,0.698907702580082,7492.89,1,0.3,1.22,0.9,7321.38,2
2642,2.74,0,0,4.712773323,1.320176649,-81.99121094,-82.30584717,-286.816803,-285.9024048,-286.5906589,16.81635618,0,80.71850965,0,4419.5,269.3,59.089,100.833,139,0.586008548788591,4706.29,0.94,0.28,0.91,0.77,21699.01,1
2643,5.49,0,2.462195635,12.4783144,5.66383559,-150.2664185,-157.0325383,-218.5415955,-204.8256073,-211.8727518,0,0,9.244842889,42.66850564,20901.8,583.2,145.095,187.125,110.5,0.775390781563126,22739.23,0.92,0.49,13.72,0.77,49298.45,0
